ID,X,Y,TerrainType,FeatureType,ContinentType,ResourceType,ResourceCount
74,74,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
75,75,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
76,76,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
77,77,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
78,78,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
79,79,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
80,80,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
81,81,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
82,82,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
83,83,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
84,84,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
85,85,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
86,86,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
87,87,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
88,88,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
89,89,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
90,90,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
91,91,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
92,92,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
93,93,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
94,94,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
95,95,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
96,96,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
97,97,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
98,98,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
99,99,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
100,100,0,TERRAIN_OCEAN,FEATURE_ICE,"","",0
101,101,0,TERRAIN_OCEAN,"","","",0
102,102,0,TERRAIN_OCEAN,"","","",0
103,103,0,TERRAIN_OCEAN,"","","",0
104,104,0,TERRAIN_OCEAN,"","","",0
105,105,0,TERRAIN_OCEAN,"","","",0
106,106,0,TERRAIN_OCEAN,"","","",0
107,107,0,TERRAIN_OCEAN,"","","",0
108,108,0,TERRAIN_OCEAN,"","","",0
109,109,0,TERRAIN_OCEAN,"","","",0
110,110,0,TERRAIN_OCEAN,"","","",0
111,111,0,TERRAIN_OCEAN,"","","",0
112,112,0,TERRAIN_OCEAN,"","","",0
113,113,0,TERRAIN_OCEAN,"","","",0
114,114,0,TERRAIN_OCEAN,"","","",0
115,115,0,TERRAIN_OCEAN,"","","",0
116,116,0,TERRAIN_OCEAN,"","","",0
117,117,0,TERRAIN_OCEAN,"","","",0
118,118,0,TERRAIN_OCEAN,"","","",0
119,119,0,TERRAIN_OCEAN,"","","",0
120,120,0,TERRAIN_OCEAN,"","","",0
121,121,0,TERRAIN_OCEAN,"","","",0
122,122,0,TERRAIN_OCEAN,"","","",0
123,123,0,TERRAIN_OCEAN,"","","",0
124,124,0,TERRAIN_OCEAN,"","","",0
125,125,0,TERRAIN_OCEAN,"","","",0
126,126,0,TERRAIN_OCEAN,"","","",0
127,127,0,TERRAIN_OCEAN,"","","",0
128,128,0,TERRAIN_OCEAN,"","","",0
129,129,0,TERRAIN_OCEAN,"","","",0
130,0,1,TERRAIN_OCEAN,"","","",0
131,1,1,TERRAIN_OCEAN,"","","",0
132,2,1,TERRAIN_OCEAN,"","","",0
133,3,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
134,4,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
135,5,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
136,6,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
137,7,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
138,8,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
139,9,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
140,10,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
141,11,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
142,12,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
143,13,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
144,14,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
145,15,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
146,16,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
147,17,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
148,18,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
149,19,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
150,20,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
151,21,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
152,22,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
153,23,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
154,24,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
155,25,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
156,26,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
157,27,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
158,28,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
159,29,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
160,30,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
161,31,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
162,32,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
163,33,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
164,34,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
165,35,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
166,36,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
167,37,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
168,38,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
169,39,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
170,40,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
171,41,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
172,42,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
173,43,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
174,44,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
175,45,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
176,46,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
177,47,1,TERRAIN_COAST,FEATURE_ICE,"","",0
178,48,1,TERRAIN_COAST,FEATURE_ICE,"","",0
179,49,1,TERRAIN_COAST,"","","",0
180,50,1,TERRAIN_OCEAN,"","","",0
181,51,1,TERRAIN_OCEAN,"","","",0
182,52,1,TERRAIN_OCEAN,"","","",0
183,53,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
184,54,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
185,55,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
186,56,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
187,57,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
188,58,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
189,59,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
190,60,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
191,61,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
192,62,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
193,63,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
194,64,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
195,65,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
196,66,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
197,67,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
198,68,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
199,69,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
200,70,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
201,71,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
202,72,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
203,73,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
204,74,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
205,75,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
206,76,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
207,77,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
208,78,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
209,79,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
210,80,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
211,81,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
212,82,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
213,83,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
214,84,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
215,85,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
216,86,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
217,87,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
218,88,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
219,89,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
220,90,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
221,91,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
222,92,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
223,93,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
224,94,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
225,95,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
226,96,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
227,97,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
228,98,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
229,99,1,TERRAIN_OCEAN,FEATURE_ICE,"","",0
230,100,1,TERRAIN_OCEAN,"","","",0
231,101,1,TERRAIN_OCEAN,"","","",0
232,102,1,TERRAIN_OCEAN,"","","",0
233,103,1,TERRAIN_OCEAN,"","","",0
234,104,1,TERRAIN_OCEAN,"","","",0
235,105,1,TERRAIN_OCEAN,"","","",0
236,106,1,TERRAIN_OCEAN,"","","",0
237,107,1,TERRAIN_OCEAN,"","","",0
238,108,1,TERRAIN_OCEAN,"","","",0
239,109,1,TERRAIN_OCEAN,"","","",0
240,110,1,TERRAIN_OCEAN,"","","",0
241,111,1,TERRAIN_OCEAN,"","","",0
242,112,1,TERRAIN_OCEAN,"","","",0
243,113,1,TERRAIN_OCEAN,"","","",0
244,114,1,TERRAIN_OCEAN,"","","",0
245,115,1,TERRAIN_OCEAN,"","","",0
246,116,1,TERRAIN_OCEAN,"","","",0
247,117,1,TERRAIN_OCEAN,"","","",0
248,118,1,TERRAIN_OCEAN,"","","",0
249,119,1,TERRAIN_OCEAN,"","","",0
250,120,1,TERRAIN_OCEAN,"","","",0
251,121,1,TERRAIN_OCEAN,"","","",0
252,122,1,TERRAIN_OCEAN,"","","",0
253,123,1,TERRAIN_OCEAN,"","","",0
254,124,1,TERRAIN_OCEAN,"","","",0
255,125,1,TERRAIN_OCEAN,"","","",0
256,126,1,TERRAIN_OCEAN,"","","",0
257,127,1,TERRAIN_OCEAN,"","","",0
258,128,1,TERRAIN_OCEAN,"","","",0
259,129,1,TERRAIN_OCEAN,"","","",0
260,0,2,TERRAIN_OCEAN,"","","",0
261,1,2,TERRAIN_OCEAN,"","","",0
262,2,2,TERRAIN_OCEAN,"","","",0
263,3,2,TERRAIN_OCEAN,"","","",0
264,4,2,TERRAIN_OCEAN,"","","",0
265,5,2,TERRAIN_OCEAN,"","","",0
266,6,2,TERRAIN_OCEAN,"","","",0
267,7,2,TERRAIN_OCEAN,"","","",0
268,8,2,TERRAIN_OCEAN,"","","",0
269,9,2,TERRAIN_OCEAN,"","","",0
270,10,2,TERRAIN_OCEAN,"","","",0
271,11,2,TERRAIN_OCEAN,"","","",0
272,12,2,TERRAIN_OCEAN,"","","",0
273,13,2,TERRAIN_OCEAN,"","","",0
274,14,2,TERRAIN_OCEAN,"","","",0
275,15,2,TERRAIN_OCEAN,"","","",0
276,16,2,TERRAIN_OCEAN,"","","",0
277,17,2,TERRAIN_OCEAN,"","","",0
278,18,2,TERRAIN_OCEAN,"","","",0
279,19,2,TERRAIN_OCEAN,"","","",0
280,20,2,TERRAIN_OCEAN,"","","",0
281,21,2,TERRAIN_OCEAN,"","","",0
282,22,2,TERRAIN_OCEAN,"","","",0
283,23,2,TERRAIN_OCEAN,"","","",0
284,24,2,TERRAIN_OCEAN,"","","",0
285,25,2,TERRAIN_OCEAN,"","","",0
286,26,2,TERRAIN_OCEAN,"","","",0
287,27,2,TERRAIN_OCEAN,"","","",0
288,28,2,TERRAIN_OCEAN,"","","",0
289,29,2,TERRAIN_OCEAN,"","","",0
290,30,2,TERRAIN_OCEAN,"","","",0
291,31,2,TERRAIN_OCEAN,"","","",0
292,32,2,TERRAIN_OCEAN,"","","",0
293,33,2,TERRAIN_OCEAN,"","","",0
294,34,2,TERRAIN_OCEAN,"","","",0
295,35,2,TERRAIN_OCEAN,FEATURE_ICE,"","",0
296,36,2,TERRAIN_OCEAN,FEATURE_ICE,"","",0
297,37,2,TERRAIN_OCEAN,FEATURE_ICE,"","",0
298,38,2,TERRAIN_OCEAN,FEATURE_ICE,"","",0
299,39,2,TERRAIN_OCEAN,FEATURE_ICE,"","",0
300,40,2,TERRAIN_OCEAN,"","","",0
301,41,2,TERRAIN_OCEAN,"","","",0
302,42,2,TERRAIN_OCEAN,"","","",0
303,43,2,TERRAIN_OCEAN,"","","",0
304,44,2,TERRAIN_OCEAN,"","","",0
305,45,2,TERRAIN_OCEAN,"","","",0
306,46,2,TERRAIN_OCEAN,"","","",0
307,47,2,TERRAIN_COAST,"","","",0
308,48,2,TERRAIN_COAST,"","","",0
309,49,2,TERRAIN_COAST,"","","",0
310,50,2,TERRAIN_COAST,"","","",0
311,51,2,TERRAIN_OCEAN,"","","",0
312,52,2,TERRAIN_OCEAN,"","","",0
313,53,2,TERRAIN_OCEAN,"","","",0
314,54,2,TERRAIN_OCEAN,"","","",0
315,55,2,TERRAIN_OCEAN,"","","",0
316,56,2,TERRAIN_OCEAN,"","","",0
317,57,2,TERRAIN_OCEAN,"","","",0
318,58,2,TERRAIN_OCEAN,"","","",0
319,59,2,TERRAIN_OCEAN,"","","",0
320,60,2,TERRAIN_OCEAN,"","","",0
321,61,2,TERRAIN_OCEAN,"","","",0
322,62,2,TERRAIN_OCEAN,"","","",0
323,63,2,TERRAIN_OCEAN,"","","",0
324,64,2,TERRAIN_OCEAN,"","","",0
325,65,2,TERRAIN_OCEAN,"","","",0
326,66,2,TERRAIN_OCEAN,"","","",0
327,67,2,TERRAIN_OCEAN,"","","",0
328,68,2,TERRAIN_OCEAN,"","","",0
329,69,2,TERRAIN_OCEAN,"","","",0
330,70,2,TERRAIN_OCEAN,"","","",0
331,71,2,TERRAIN_OCEAN,"","","",0
332,72,2,TERRAIN_OCEAN,"","","",0
333,73,2,TERRAIN_OCEAN,"","","",0
334,74,2,TERRAIN_OCEAN,"","","",0
335,75,2,TERRAIN_OCEAN,"","","",0
336,76,2,TERRAIN_OCEAN,"","","",0
337,77,2,TERRAIN_OCEAN,"","","",0
338,78,2,TERRAIN_OCEAN,"","","",0
339,79,2,TERRAIN_OCEAN,"","","",0
340,80,2,TERRAIN_OCEAN,"","","",0
341,81,2,TERRAIN_OCEAN,"","","",0
342,82,2,TERRAIN_OCEAN,"","","",0
343,83,2,TERRAIN_OCEAN,"","","",0
344,84,2,TERRAIN_OCEAN,"","","",0
345,85,2,TERRAIN_OCEAN,"","","",0
346,86,2,TERRAIN_OCEAN,"","","",0
347,87,2,TERRAIN_OCEAN,"","","",0
348,88,2,TERRAIN_OCEAN,"","","",0
349,89,2,TERRAIN_OCEAN,"","","",0
350,90,2,TERRAIN_OCEAN,"","","",0
351,91,2,TERRAIN_OCEAN,"","","",0
352,92,2,TERRAIN_OCEAN,"","","",0
353,93,2,TERRAIN_OCEAN,"","","",0
354,94,2,TERRAIN_OCEAN,"","","",0
355,95,2,TERRAIN_OCEAN,"","","",0
356,96,2,TERRAIN_OCEAN,"","","",0
357,97,2,TERRAIN_OCEAN,"","","",0
358,98,2,TERRAIN_OCEAN,"","","",0
359,99,2,TERRAIN_OCEAN,"","","",0
360,100,2,TERRAIN_OCEAN,"","","",0
361,101,2,TERRAIN_OCEAN,"","","",0
362,102,2,TERRAIN_OCEAN,"","","",0
363,103,2,TERRAIN_OCEAN,"","","",0
364,104,2,TERRAIN_OCEAN,"","","",0
365,105,2,TERRAIN_OCEAN,"","","",0
366,106,2,TERRAIN_OCEAN,"","","",0
367,107,2,TERRAIN_OCEAN,"","","",0
368,108,2,TERRAIN_OCEAN,"","","",0
369,109,2,TERRAIN_OCEAN,"","","",0
370,110,2,TERRAIN_OCEAN,"","","",0
371,111,2,TERRAIN_OCEAN,"","","",0
372,112,2,TERRAIN_OCEAN,"","","",0
373,113,2,TERRAIN_OCEAN,"","","",0
374,114,2,TERRAIN_OCEAN,"","","",0
375,115,2,TERRAIN_OCEAN,"","","",0
376,116,2,TERRAIN_OCEAN,"","","",0
377,117,2,TERRAIN_OCEAN,"","","",0
378,118,2,TERRAIN_OCEAN,"","","",0
379,119,2,TERRAIN_OCEAN,"","","",0
380,120,2,TERRAIN_OCEAN,"","","",0
381,121,2,TERRAIN_OCEAN,"","","",0
382,122,2,TERRAIN_OCEAN,"","","",0
383,123,2,TERRAIN_OCEAN,"","","",0
384,124,2,TERRAIN_OCEAN,"","","",0
385,125,2,TERRAIN_OCEAN,"","","",0
386,126,2,TERRAIN_OCEAN,"","","",0
387,127,2,TERRAIN_OCEAN,"","","",0
388,128,2,TERRAIN_OCEAN,"","","",0
389,129,2,TERRAIN_OCEAN,"","","",0
390,0,3,TERRAIN_OCEAN,"","","",0
391,1,3,TERRAIN_OCEAN,"","","",0
392,2,3,TERRAIN_OCEAN,"","","",0
393,3,3,TERRAIN_OCEAN,"","","",0
394,4,3,TERRAIN_OCEAN,"","","",0
395,5,3,TERRAIN_OCEAN,"","","",0
396,6,3,TERRAIN_OCEAN,"","","",0
397,7,3,TERRAIN_OCEAN,"","","",0
398,8,3,TERRAIN_OCEAN,"","","",0
399,9,3,TERRAIN_OCEAN,"","","",0
400,10,3,TERRAIN_OCEAN,"","","",0
401,11,3,TERRAIN_OCEAN,"","","",0
402,12,3,TERRAIN_OCEAN,"","","",0
403,13,3,TERRAIN_OCEAN,"","","",0
404,14,3,TERRAIN_OCEAN,"","","",0
405,15,3,TERRAIN_OCEAN,"","","",0
406,16,3,TERRAIN_OCEAN,"","","",0
407,17,3,TERRAIN_OCEAN,"","","",0
408,18,3,TERRAIN_OCEAN,"","","",0
409,19,3,TERRAIN_OCEAN,"","","",0
410,20,3,TERRAIN_OCEAN,"","","",0
411,21,3,TERRAIN_OCEAN,"","","",0
412,22,3,TERRAIN_OCEAN,"","","",0
413,23,3,TERRAIN_OCEAN,"","","",0
414,24,3,TERRAIN_OCEAN,"","","",0
415,25,3,TERRAIN_OCEAN,"","","",0
416,26,3,TERRAIN_OCEAN,"","","",0
417,27,3,TERRAIN_OCEAN,"","","",0
418,28,3,TERRAIN_OCEAN,"","","",0
419,29,3,TERRAIN_OCEAN,"","","",0
420,30,3,TERRAIN_OCEAN,"","","",0
421,31,3,TERRAIN_OCEAN,"","","",0
422,32,3,TERRAIN_OCEAN,"","","",0
423,33,3,TERRAIN_OCEAN,"","","",0
424,34,3,TERRAIN_OCEAN,"","","",0
425,35,3,TERRAIN_COAST,"","","",0
426,36,3,TERRAIN_COAST,"","","",0
427,37,3,TERRAIN_COAST,"","","",0
428,38,3,TERRAIN_OCEAN,"","","",0
429,39,3,TERRAIN_OCEAN,"","","",0
430,40,3,TERRAIN_OCEAN,"","","",0
431,41,3,TERRAIN_OCEAN,"","","",0
432,42,3,TERRAIN_OCEAN,"","","",0
433,43,3,TERRAIN_OCEAN,"","","",0
434,44,3,TERRAIN_OCEAN,"","","",0
435,45,3,TERRAIN_OCEAN,"","","",0
436,46,3,TERRAIN_COAST,"","","",0
437,47,3,TERRAIN_COAST,"","","",0
438,48,3,TERRAIN_COAST,"","","",0
439,49,3,TERRAIN_COAST,"","","",0
440,50,3,TERRAIN_OCEAN,"","","",0
441,51,3,TERRAIN_OCEAN,"","","",0
442,52,3,TERRAIN_OCEAN,"","","",0
443,53,3,TERRAIN_OCEAN,"","","",0
444,54,3,TERRAIN_OCEAN,"","","",0
445,55,3,TERRAIN_OCEAN,"","","",0
446,56,3,TERRAIN_OCEAN,"","","",0
447,57,3,TERRAIN_OCEAN,"","","",0
448,58,3,TERRAIN_OCEAN,"","","",0
449,59,3,TERRAIN_OCEAN,"","","",0
450,60,3,TERRAIN_OCEAN,"","","",0
451,61,3,TERRAIN_OCEAN,"","","",0
452,62,3,TERRAIN_OCEAN,"","","",0
453,63,3,TERRAIN_OCEAN,"","","",0
454,64,3,TERRAIN_OCEAN,"","","",0
455,65,3,TERRAIN_OCEAN,"","","",0
456,66,3,TERRAIN_OCEAN,"","","",0
457,67,3,TERRAIN_OCEAN,"","","",0
458,68,3,TERRAIN_OCEAN,"","","",0
459,69,3,TERRAIN_OCEAN,"","","",0
460,70,3,TERRAIN_OCEAN,"","","",0
461,71,3,TERRAIN_OCEAN,"","","",0
462,72,3,TERRAIN_OCEAN,"","","",0
463,73,3,TERRAIN_OCEAN,"","","",0
464,74,3,TERRAIN_OCEAN,"","","",0
465,75,3,TERRAIN_OCEAN,"","","",0
466,76,3,TERRAIN_OCEAN,"","","",0
467,77,3,TERRAIN_OCEAN,"","","",0
468,78,3,TERRAIN_OCEAN,"","","",0
469,79,3,TERRAIN_OCEAN,"","","",0
470,80,3,TERRAIN_OCEAN,"","","",0
471,81,3,TERRAIN_OCEAN,"","","",0
472,82,3,TERRAIN_OCEAN,"","","",0
473,83,3,TERRAIN_OCEAN,"","","",0
474,84,3,TERRAIN_OCEAN,"","","",0
475,85,3,TERRAIN_OCEAN,"","","",0
476,86,3,TERRAIN_OCEAN,"","","",0
477,87,3,TERRAIN_OCEAN,"","","",0
478,88,3,TERRAIN_OCEAN,"","","",0
479,89,3,TERRAIN_OCEAN,"","","",0
480,90,3,TERRAIN_OCEAN,"","","",0
481,91,3,TERRAIN_OCEAN,"","","",0
482,92,3,TERRAIN_OCEAN,"","","",0
483,93,3,TERRAIN_OCEAN,"","","",0
484,94,3,TERRAIN_OCEAN,"","","",0
485,95,3,TERRAIN_OCEAN,"","","",0
486,96,3,TERRAIN_OCEAN,"","","",0
487,97,3,TERRAIN_OCEAN,"","","",0
